Construction year,Covered parking spaces,Outdoor parking spaces,Living area,Living room,Dining room,Kitchen type,Bedrooms,Dressing room,Bathrooms,Toilets,Office,Furnished,TV cable,Surface of the plot,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,"Gas, water & electricity",Garden,Garden orientation,Terrace,price,zipcode,Available as of,Available date,Neighbourhood or locality,Floor,Number of floors,Building condition,Number of frontages,Surroundings type,Living room surface,Kitchen surface,Bedroom 1 surface,Bedroom 2 surface,Basement,Terrace surface,Bedroom 3 surface,Armored door,Office surface,Street frontage width,Shower rooms,Primary energy consumption,Energy class,Unnamed: 47,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Planning permission obtained,Extra information,Virtual visit,Elevator,Accessible for disabled people,Intercom,Swimming pool,Tenement building,Address,Website,Flood zone type,Attic,Width of the lot on the street,Property name,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Bedroom 4 surface,Professional space surface,Garden surface,How many fireplaces?,Basement surface,Attic surface,Bedroom 5 surface,Visio phone,Laundry room,Professional space,As built plan,Heating type,Double glazing,Obligation to build,Terrace orientation,Number of annexes,Secure access / alarm,Jacuzzi,Sauna,External reference,Total ground floor buildable,Isolated,Caretaker,Air conditioning,Internet
2021,1,1,95,Yes,Yes,Hyper equipped,2,Yes,1,1,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€280,000",9890,At delivery,November 1 2023 - 12:00 AM,Gent en omstreken,1,2,As new,4,Urban,29,7,12,8,Yes,12,15,Yes,10,4.8 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,95,Yes,Yes,Hyper equipped,2,Yes,1,1,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€280,000",9890,At delivery,November 1 2023 - 12:00 AM,Gent en omstreken,1,2,As new,4,Urban,29,8,12,10,Yes,11,15,Yes,10,4.8 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,95,Yes,Yes,Hyper equipped,2,Yes,1,1,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€280,000",9890,At delivery,November 1 2023 - 12:00 AM,Gent en omstreken,1,2,As new,4,Urban,29,7,13,9,Yes,11,15,Yes,10,4.8 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,97,Yes,Yes,Hyper equipped,2,Yes,1,1,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€287,500",9890,At delivery,November 1 2023 - 12:00 AM,Gent en omstreken,1,2,As new,4,Urban,29,7,13,10,Yes,11,15,Yes,10,4.8 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,97,Yes,Yes,Hyper equipped,2,Yes,1,1,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€317,500",9890,At delivery,November 1 2023 - 12:00 AM,Gent en omstreken,2,3,As new,4,Urban,31,5,14,12,Yes,10,15,Yes,10,4.8 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,97,Yes,Yes,Hyper equipped,2,Yes,1,1,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€320,000",9890,At delivery,November 1 2023 - 12:00 AM,Gent en omstreken,2,3,As new,4,Urban,29,5,14,8,Yes,10,15,Yes,10,4.8 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,112,Yes,Yes,Hyper equipped,3,Yes,1,1,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€345,000",9890,At delivery,November 1 2023 - 12:00 AM,Gent en omstreken,1,3,As new,4,Urban,29,8,12,10,Yes,10,10,Yes,10,4.8 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,110,Yes,Yes,Hyper equipped,2,Yes,1,1,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€349,000",9890,At delivery,November 1 2023 - 12:00 AM,Gent en omstreken,3,3,As new,4,Urban,29,5,19,11,Yes,10,10,Yes,10,4.8 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,111,Yes,Yes,Hyper equipped,3,Yes,2,1,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€349,000",9890,At delivery,November 1 2023 - 12:00 AM,Gent en omstreken,2,3,As new,4,Urban,29,8,12,10,Yes,10,10,Yes,10,4.8 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,115,Yes,Yes,Hyper equipped,3,Yes,2,1,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€350,000",9890,At delivery,November 1 2023 - 12:00 AM,Gent en omstreken,2,3,As new,4,Urban,29,7,14,9,Yes,11,9,Yes,10,4.8 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,126,Yes,Yes,Hyper equipped,2,Yes,1,1,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€355,000",9890,At delivery,November 1 2023 - 12:00 AM,Gent en omstreken,1,3,As new,4,Urban,29,10,15,10,Yes,11,9,Yes,10,4.8 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,126,Yes,Yes,Hyper equipped,3,Yes,2,1,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€360,000",9890,At delivery,November 1 2023 - 12:00 AM,Gent en omstreken,2,3,As new,4,Urban,29,10,15,10,Yes,11,8,Yes,10,4.8 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,165,Yes,Yes,Hyper equipped,2,Yes,2,1,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€399,000",9890,At delivery,November 1 2023 - 12:00 AM,Gent en omstreken,3,3,As new,4,Urban,23,7,22,16,Yes,11,8,Yes,10,4.8 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,146,Yes,Yes,Hyper equipped,3,Yes,2,1,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€415,000",9890,At delivery,November 1 2023 - 12:00 AM,Gent en omstreken,2,2,As new,4,Urban,32,6,12,10,Yes,11,8,Yes,10,4.8 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,148,Yes,Yes,Hyper equipped,3,Yes,2,1,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€420,000",9890,At delivery,November 1 2023 - 12:00 AM,Gent en omstreken,2,2,As new,4,Urban,28,6,16,13,Yes,11,8,Yes,7,4.8 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,11,11,75,Yes,Yes,USA hyper equipped,1,Yes,1,1,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€275,300",1090,After signing the deed,July 1 2022 - 12:00 AM,bruxelles,1,3,As new,3,Isolated,30,6,16,13,Yes,10,8,Yes,7,40 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,11,11,81,Yes,Yes,USA hyper equipped,2,Yes,1,2,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€277,300",1090,After signing the deed,July 1 2022 - 12:00 AM,bruxelles,1,3,As new,3,Isolated,30,6,16,14,Yes,5,8,Yes,7,40 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,11,11,81,Yes,Yes,USA hyper equipped,2,Yes,1,2,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€400,000",1050,Immediately,July 1 2022 - 12:00 AM,'Piétonnier Chaussée d'Ixelles',1,3,As new,3,Isolated,30,6,16,14,Yes,5,8,Yes,7,40 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,"Real estate project entirely refurbished and finished in 2022 with retail and flats going from one to two bedrooms. State of the art project in a trendy neighbourhood located between Avenue Louise and the European district!
No VAT.",After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,Isolated,30,Yes,Yes,2,16,Yes,1,Yes,Yes,Yes,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€313,500",1090,July 1 2022 - 12:00 AM,bruxelles,2022,3,As new,40 m,11,88,USA hyper equipped,6,14,1,No,5,8,10,7,3,2,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,"Real estate project entirely refurbished and finished in 2022 with retail and flats going from one to two bedrooms. State of the art project in a trendy neighbourhood located between Avenue Louise and the European district!
No VAT.",After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,Isolated,22,Yes,Yes,11,12,Yes,1,Yes,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,Make,4020,June 21 2022 - 12:00 AM,1930,2022,2,Good,8 m,Urban,,Installed,2,15,1,No,After signing the deed,8,10,7,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,"Real estate project entirely refurbished and finished in 2022 with retail and flats going from one to two bedrooms. State of the art project in a trendy neighbourhood located between Avenue Louise and the European district!
No VAT.",After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,Isolated,22,Yes,Yes,11,12,Yes,1,Yes,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€169,500",8710,June 21 2022 - 12:00 AM,1930,2022,2,Good,8 m,Urban,,Installed,2,15,1,No,After signing the deed,8,10,7,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Real estate project entirely refurbished and finished in 2022 with retail and flats going from one to two bedrooms. State of the art project in a trendy neighbourhood located between Avenue Louise and the European district!
No VAT.",After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,Isolated,22,Yes,Yes,11,12,Yes,1,Yes,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€174,925",8791,To be defined,1930,2022,2,Good,8 m,Urban,,Installed,2,15,1,No,After signing the deed,8,10,7,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,Isolated,22,Yes,Yes,11,12,Yes,1,Yes,Yes,No,Yes,337,No,No,No,No,Connected,Yes,Yes,East,Yes,"€187,454",8790,To be defined,1930,2022,2,Good,8 m,Urban,,Installed,2,15,1,No,After signing the deed,8,10,7,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,1,1,99,Yes,Yes,11,2,Yes,1,Yes,No,No,Yes,460,No,No,No,No,Connected,Yes,Yes,East,Yes,"€365,000",1330,After signing the deed,1930,2022,2,Good,To renovate,4,,Installed,2,15,1,No,After signing the deed,8,10,7,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,1,1,150,Yes,Yes,Semi equipped,3,Yes,1,1,No,No,Yes,748,No,No,No,No,Connected,Yes,Yes,East,Yes,"€389,000",3500,After signing the deed,1930,2022,2,Good,To be done up,3,Urban,32,9,14,14,No,5,10,10,7,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,1,1,155,Yes,Yes,Semi equipped,4,Yes,1,1,No,No,Yes,697,No,No,No,No,Connected,Yes,Yes,East,Yes,"€199,000",3740,After signing the deed,1930,2022,2,Good,To renovate,4,Countryside,28,14,16,13,Yes,5,13,10,7,17 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,1,1,65,Yes,Yes,Semi equipped,1,Yes,1,2,No,No,Yes,697,No,No,No,No,Connected,Yes,Yes,East,Yes,"€140,000",3800,After signing the deed,1930,2022,1,2,Good,2,Urban,28,9,16,13,Yes,3,13,10,7,17 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,1,1,130,Yes,Yes,Semi equipped,2,Yes,1,1,No,No,Yes,336,No,No,No,No,Connected,Yes,Yes,East,Yes,"€185,000",3800,After signing the deed,1930,2022,1,2,Good,2,Urban,23,15,15,11,Yes,3,13,10,7,5 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,1,49,Yes,Yes,USA installed,1,No,1,1,No,No,No,336,No,No,No,No,Connected,Yes,Yes,East,Yes,"€189,000",9040,After signing the deed,1930,2022,1,2,As new,2,Urban,29,7,10,11,Yes,11,13,No,7,5 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,1,125,Yes,Yes,USA installed,3,No,1,1,No,No,No,90,No,No,Yes,No,Connected,Yes,Yes,South East,Yes,"€299,000",9040,After signing the deed,1930,2022,1,2,Good,2,Urban,30,12,21,11,Yes,24,20,No,7,4.8 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,1,115,Yes,Yes,Semi equipped,3,No,1,1,Yes,No,No,64,No,No,No,No,Connected,No,Yes,South East,Yes,"€261,000",9040,After signing the deed,1930,2022,1,2,To renovate,2,Urban,26,13,14,14,Yes,6,10,No,10,4.8 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,,"Roterijstraat, 202",,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,1,115,Yes,Yes,Semi equipped,3,No,1,1,Yes,No,No,64,No,No,No,No,Connected,No,Yes,South East,Yes,"€199,500",2980,After signing the deed,1930,2022,1,2,To renovate,2,Urban,26,13,14,14,Yes,6,10,No,10,4.8 m,1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,No,,Industrielaan 41,Non flood zone,Yes,,Cicindriawijk I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Gent en omstreken,1,115,Yes,Yes,Semi equipped,3,No,1,1,Yes,No,No,64,No,No,No,No,Connected,No,Yes,South East,Yes,"€230,000",9800,,At delivery,February 1 2024 - 12:00 AM,1,2,To renovate,2,Urban,26,13,14,14,Yes,6,10,No,10,4.8 m,1,1,1,A,Not specified,Not specified,Not specified,Yes,After signing the deed,66,No,Yes,No,Not specified,No,,Industrielaan 41,Non flood zone,Yes,,Cicindriawijk I,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
1930,Gent en omstreken,1,235,Yes,Yes,Not installed,4,No,4,4,Yes,No,Yes,155,No,No,No,No,Not connected,Yes,Yes,South East,Yes,Make,4020,Depending on the tenant,December 30 2022 - 12:00 AM,February 1 2024 - 12:00 AM,1,2,To be done up,2,Urban,17,13,17,17,Yes,40,15,No,10,7 m,4,1,1,A,Not specified,Not specified,Not specified,Yes,After signing the deed,,No,Yes,No,Not specified,No,,Industrielaan 41,Non flood zone,Yes,,Cicindriawijk I,Yes,No,No,12,113,,,,,,,,,,,,,,,,,,,,,,,
1930,Gent en omstreken,1,235,Yes,Yes,Not installed,4,No,4,4,Yes,No,Yes,155,No,No,No,No,Not connected,Yes,Yes,South East,Yes,"€279,488",2200,At delivery,December 30 2022 - 12:00 AM,February 1 2024 - 12:00 AM,1,2,To be done up,2,Urban,17,13,17,17,Yes,40,15,No,10,7 m,4,Not specified,Not specified,A,Not specified,Not specified,Not specified,Yes,After signing the deed,,No,Yes,No,Not specified,No,,Industrielaan 41,Non flood zone,Yes,,Cicindriawijk I,No,No,No,12,113,,,,,,,,,,,,,,,,,,,,,,,
1965,Gent en omstreken,1,132,Yes,Yes,Hyper equipped,4,No,2,2,Yes,No,Yes,155,No,No,No,No,Not connected,Yes,Yes,South East,Yes,"€349,900",1030,To be defined,August 1 2022 - 12:00 AM,Bruxelles,2,3,Good,2,Urban,39,13,23,14,Yes,5,13,No,10,5 m,2,Not specified,Not specified,A,Not specified,Not specified,Not specified,Yes,After signing the deed,,No,Yes,No,Not specified,No,,Industrielaan 41,Non flood zone,Yes,,Cicindriawijk I,No,No,No,7,113,,,,,,,,,,,,,,,,,,,,,,,
1927,Gent en omstreken,1,118,Yes,Yes,Hyper equipped,3,No,2,1,Yes,No,Yes,82,No,No,No,No,Connected,Yes,Yes,South East,Yes,"€370,000",1030,To be defined,October 1 2022 - 12:00 AM,Bruxelles Est,2,3,Good,2,Isolated,28,1,18,18,Yes,8,8,No,8,5.33 m,1,Not specified,Not specified,A,Not specified,Not specified,Not specified,Yes,After signing the deed,,No,Yes,No,Not specified,No,,Industrielaan 41,Non flood zone,Yes,,Cicindriawijk I,No,No,No,7,113,,,,,,,,,,,,,,,,,,,,,,,
1964,Gent en omstreken,1,110,Yes,Yes,Semi equipped,3,No,1,2,Yes,No,Yes,82,No,No,No,No,Connected,Yes,Yes,South East,Yes,"€385,000",1050,After signing the deed,September 30 2022 - 12:00 AM,Bruxelles Est,2,11,To be done up,3,Isolated,40,7,15,13,Yes,9,11,Yes,8,5.33 m,1,Not specified,Not specified,A,Not specified,Not specified,Not specified,Yes,After signing the deed,,No,Yes,No,Not specified,No,,Industrielaan 41,Non flood zone,Yes,,Cicindriawijk I,No,No,No,7,113,,,,,,,,,,,,,,,,,,,,,,,
2000,1,1,175,Yes,Yes,USA hyper equipped,3,No,1,2,Yes,No,Yes,140,No,No,No,No,Connected,Yes,Yes,South East,Yes,"€455,000",1082,After signing the deed,September 30 2022 - 12:00 AM,Bruxelles,2,11,As new,2,Isolated,22,26,16,14,Yes,15,16,Yes,8,5 m,1,Not specified,Not specified,A,Not specified,Not specified,Not specified,Yes,After signing the deed,,No,Yes,No,Not specified,No,,Industrielaan 41,Non flood zone,Yes,,Cicindriawijk I,No,No,No,7,113,85,,,,,,,,,,,,,,,,,,,,,,
2022,1,1,205,Yes,Yes,Hyper equipped,3,No,3,3,No,No,Yes,126,No,No,No,No,Connected,Yes,Yes,South,Yes,"€640,000",8000,After signing the deed,September 30 2022 - 12:00 AM,Bruxelles,2,11,Just renovated,2,Urban,22,26,16,14,Yes,15,16,Yes,8,5.3 m,1,Not specified,Not specified,A,Not specified,Not specified,Not specified,Yes,After signing the deed,,No,Yes,No,Not specified,No,,Industrielaan 41,Non flood zone,Yes,,Cicindriawijk I,No,No,No,7,113,18,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,129,Yes,Yes,USA hyper equipped,3,No,2,2,No,No,Yes,126,No,No,No,No,Connected,Yes,Yes,South,Yes,"€515,000",1000,After signing the deed,March 31 2022 - 12:00 AM,Bruxelles,1,7,As new,2,Urban,40,26,16,11,Yes,12,10,Yes,8,5.3 m,1,Not specified,Not specified,A,Not specified,Not specified,Not specified,Yes,After signing the deed,,No,Yes,No,Not specified,No,,Industrielaan 41,Non flood zone,Yes,,Cicindriawijk I,No,No,No,7,113,18,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,220,Yes,Yes,USA hyper equipped,2,No,2,2,No,No,Yes,126,No,No,No,No,Connected,Yes,Yes,South,Yes,"€1,600,000",1000,After signing the deed,May 31 2022 - 12:00 AM,Bruxelles,12,12,As new,2,Urban,70,26,26,12,Yes,27,10,Yes,8,5.3 m,1,Not specified,Not specified,A,Not specified,Not specified,Not specified,Yes,After signing the deed,,No,Yes,No,Not specified,No,,Industrielaan 41,Non flood zone,Yes,,Cicindriawijk I,No,No,No,7,113,18,,,,,,,,,,,,,,,,,,,,,,
2022,1,1,63,Yes,Yes,Hyper equipped,1,No,1,1,No,No,Yes,126,No,No,No,No,Connected,Yes,Yes,South,Yes,"€230,000",9800,At delivery,February 1 2024 - 12:00 AM,Gent en omstreken,5,6,As new,2,Urban,38,26,14,12,Yes,10,10,Yes,8,5.3 m,1,Not specified,Not specified,A,Not specified,Not specified,Not specified,Yes,After signing the deed,,No,Yes,No,Not specified,No,,Industrielaan 41,Non flood zone,Yes,,Cicindriawijk I,No,No,No,7,113,18,,,,,,,,,,,,,,,,,,,,,,
2022,1,1,63,Yes,Yes,Hyper equipped,1,No,1,1,No,No,Yes,126,No,No,No,No,Connected,Yes,Yes,South,Yes,"€245,000",9800,At delivery,February 1 2024 - 12:00 AM,Gent en omstreken,5,6,As new,2,Urban,38,26,14,12,Yes,10,10,Yes,8,5.3 m,1,Not specified,Not specified,A,Not specified,Not specified,Not specified,Yes,After signing the deed,,No,Yes,No,Not specified,No,,Industrielaan 41,Non flood zone,Yes,,Cicindriawijk I,No,No,No,7,113,18,,,,,,,,,,,,,,,,,,,,,,
2022,1,1,96,Yes,Yes,Hyper equipped,2,No,1,1,No,No,Yes,126,No,No,No,No,Connected,Yes,Yes,South,Yes,"€320,000",9800,At delivery,February 1 2024 - 12:00 AM,Gent en omstreken,4,6,As new,2,Urban,27,7,15,11,Yes,16,10,Yes,8,5.3 m,1,Not specified,Not specified,A,Not specified,Not specified,Not specified,Yes,After signing the deed,,No,Yes,No,Not specified,No,,Industrielaan 41,Non flood zone,Yes,,Cicindriawijk I,No,No,No,7,113,18,,,,,,,,,,,,,,,,,,,,,,
2022,1,1,99,Yes,Yes,Hyper equipped,2,No,1,1,No,No,Yes,126,No,No,No,No,Connected,Yes,Yes,South,Yes,"€390,000",9800,At delivery,February 1 2024 - 12:00 AM,Gent en omstreken,5,6,As new,2,Urban,34,7,20,11,Yes,12,10,Yes,8,5.3 m,1,Not specified,Not specified,A,Not specified,Not specified,Not specified,Yes,After signing the deed,,No,Yes,No,Not specified,No,,Industrielaan 41,Non flood zone,Yes,,Cicindriawijk I,No,No,No,7,113,18,,,,,,,,,,,,,,,,,,,,,,
1919,1,1,159,Yes,Yes,Semi equipped,4,No,2,2,Yes,No,Yes,417,No,No,No,No,Connected,Yes,Yes,South,Yes,Make,4020,To be defined,March 1 2023 - 12:00 AM,Gent en omstreken,5,6,To be done up,2,"Living area (residential, urban or rural)",37,17,18,17,Yes,48,14,Yes,8,9 m,2,Not specified,Not specified,A,Not specified,Not specified,Not specified,Yes,After signing the deed,,No,Yes,No,Not specified,No,,Industrielaan 41,Non flood zone,Yes,,Cicindriawijk I,No,No,No,13,113,251,,,,,,,,,,,,,,,,,,,,,,
1958,1,1,69,Yes,Yes,Semi equipped,1,No,1,1,Yes,No,Yes,417,No,No,No,No,Connected,Yes,Yes,South,Yes,"€245,000",1000,After signing the deed,August 1 2022 - 12:00 AM,Bruxelles Est,2,5,To be done up,2,Urban,28,6,13,17,Yes,2,14,Yes,8,9 m,1,Not specified,Not specified,A,Not specified,Not specified,Not specified,Yes,After signing the deed,,No,Yes,No,Not specified,No,,Industrielaan 41,Non flood zone,Yes,,Cicindriawijk I,No,No,No,13,113,251,,,,,,,,,,,,,,,,,,,,,,
